"","N1_1","N2_1","N3_1","N4_1","N5_1","N6_1","N1_2","N2_2","N3_2","N4_2","N5_2","N6_2"
"P61604",1057986.386,1219163.714,1910377.858,2414317.114,1507483.567,1162785.536,1130692.189,1219163.714,1798993.972,2264993.1,1686137.783,1162785.536
"Q15843",51085.23889,30209.1,57265.41389,52957.46944,42032.725,48113.20556,53114.31944,27915.41389,45014.49444,67879.775,5346.030556,49821.31667
"Q9UHX1",12327.9,10482.31944,10577.49444,7770.880556,7002.047222,8906.125,14102.79722,16046.75556,12684.50278,11974.40278,11589.475,11359.64167
"Q9NRG7",3282.130556,7830.575,18431.09167,20453.29444,8404.697222,18518.53611,4227.825,12034.32778,18200.78056,46524.02083,27706.525,5874.544444
"Q1EHB4",0,11589.475,12107.39444,9416.930556,14738.53611,0,14857.11667,14957.50833,16249.23333,0,16953.34444,0
"Q9Y5J7",0,0,0,0,0,0,0,0,0,0,0,0
"O00217",0,0,92336.88611,0,97140.59444,92336.88611,0,0,89662.875,108188.9778,60416.61111,105601.5139
"P61978",165285.9417,184650.4972,185159.975,187002.3444,202049.2139,212292.8167,185159.975,181096.8333,183892.9583,202049.2139,211073.8028,210269.6306
"P18124",29430.84444,69296.96944,37098.08611,36869.43333,31720.91389,26011.68611,20517.90833,68303.94444,29052.19167,24335.52222,34579.48056,40795.66111
"Q9UHE5",51274.71944,0,0,77594.35833,39920.875,96737.89722,45014.49444,0,0,74269.09167,44695.74722,94309.38889
"Q86Y39",54417.16389,63816.85,79816.24167,58695.52778,64365.04167,75160.02222,71906.43056,92656.40278,80903.05278,61155.07222,69717.975,80199.58056
"P54578",81054.53889,45576.65833,76292.56667,85094.46667,76685.11389,37872.59722,72761.175,88904.66111,77488.90556,74915.41111,74915.41111,82107.81944
"O15305",23741.28889,24964.95,32661.95278,28403.81389,11974.40278,24475.95556,0,36825.06389,30488.41389,28649.975,29987.46944,25935.11806
"Q9Y224",14857.11667,15243.89167,16907.93333,22321.01111,14049.15556,29242.13056,14502.54722,22251.10556,27646.1,19983.67222,19019.675,16046.75556
"Q9Y5S9",22003.32778,0,0,23144.21389,23432.30833,27646.1,32143.85556,0,27260.10833,0,24858.78611,26686.24167
"P25787",71139.86111,67879.775,68064.10278,79816.24167,62503.04167,73411.05833,64601.65278,69296.96944,63060.78333,79299.875,71531.77778,67555.47222
"P53680",0,90534.5,65665.83611,0,90840.21944,0,0,87070.10833,0,80345.41111,90840.21944,80614.20278
"P60660",240932.0167,299487.4639,220764.4333,192915.5889,315747.9639,299487.4639,225598.7306,240054.7583,266898.1167,193664.7694,286640.3306,280540.2583
"Q9NR12",38365.15,0,0,0,0,40204.65,39719.26389,0,0,0,0,42192.09722
"Q96HC4",41362.59722,39644.09722,37572.64444,32750.56111,43945.29444,34916.06389,42876.78056,34267.10556,39848.8,37386.23333,49915.78611,25669.13056
"Q13148",39433.15556,30313.51389,35050.65278,25795.88611,16703.18056,35969.43889,25795.88611,37761.1875,25795.88611,42876.78056,40858.48889,29597.68056
"P50440",692332.4639,290924.3778,820257.1583,1027249.636,606496.8472,582535.6889,716944.3,190390.4361,838302.8639,913960.0111,520102.6639,524995.4472
"Q9C040",0,0,0,0,0,0,0,0,0,0,0,0
"O94925",144058.1806,145951.8722,177772.0361,151558.8611,177772.0361,95951.08056,144761.6306,147423.5028,178254.9972,155550.8472,182241.5917,104458.4222
"Q15459",7203.25,0,0,0,30039.09167,0,0,0,0,28285.6,35176.2,32143.85556
"P84103",117705.0667,86082.28333,83666.13889,92200.61944,93424.58611,104937.0056,121324.3972,121022.2306,86943.43056,129359.2306,127429.6806,104937.0056
"O94788",51189.29444,0,0,95661.27222,0,5154.055556,0,0,111753.2333,109006.6667,0,0
"P24539",109599.3722,161420.0417,148739.0889,128225.4583,138965.1722,175808.5028,129969.2417,164343.5333,155550.8472,144058.1806,99433.58889,142306.7667
"P61457",82784.10833,159751.1667,91020.11389,140860.8611,146454.4139,0,0,0,116289.9222,147792.8639,133313.0778,0
"P08729",81325.09444,56135.89722,42472.01944,74405.99722,78923.71389,172575.7444,87502.26389,78078.69722,25669.13056,72135.45,78654.15556,169817.5778
"Q2TAA2",7267.361111,5744.636111,41077.87222,42132.28611,0,5634.227778,9293.766667,8792.511111,0,44865.20556,0,62246.10278
"Q96ER9",0,0,0,0,0,0,0,0,0,0,0,0
"P62258",264324.1,205865.0722,217235.1083,215427.0333,251821.7111,253890.9056,247871.4917,204722.1472,229655.8833,162300.5278,220764.4333,221564.9694
"Q9UF12",51910.26667,22946.86111,63302.14444,43945.29444,59047.325,58361.84167,84689.83889,64229.40556,104642.8528,55745.14722,29597.68056,32198.96944
"Q05707",131151.9083,63415,76018.00556,32524.26667,147423.5028,158031.6028,137175.075,48954.48611,71906.43056,34787.12222,137982.3083,149632.625
"P32119",490235.9083,505272.675,427427.9944,466164.8639,421056.1528,474797.0194,549609.3778,534962.1694,404349.8083,490235.9083,423963.4806,559863.85
"O14828",0,0,0,0,4980.638889,0,0,12983.18889,0,0,0,0
"O14874",36956.08333,34713.41944,42566.36111,36018.36111,25912.825,35413.60278,39986.90278,42032.725,50560.56389,39986.90278,41711.94167,29176.40833
"Q8TCS8",13339.98889,21313.90556,16653.17778,9347.894444,4776.936111,6838.705556,13990.29444,13397.275,17778.32222,14049.15556,9065.825,13480.96111
"P30405",0,0,0,7593.127778,0,0,0,0,0,16143.24444,0,0
"A0AVT1",0,0,0,0,0,0,0,0,0,0,0,0
"Q15437",0,0,0,0,0,0,0,0,0,0,0,0
"Q15654",14566.58056,7593.127778,12327.9,7203.25,11401.85833,0,0,12744.35,0,0,0,0
"O00391",0,0,0,0,0,0,0,0,0,0,0,0
"Q3KQZ1",78414.15,71375.86667,67454.83889,65031.80556,75506.47222,74269.09167,75613.88611,0,64790.48611,0,0,71658.52222
"P13807",0,0,0,0,0,0,0,0,0,0,0,0
"Q8NE62",159352.6944,113400.2778,191537.0444,176213.9167,165765.8556,130557.2361,145951.8722,113145.4611,190935.1833,178745.2667,165765.8556,141996.6361
"Q9H4G0",0,0,43023.30556,54240.60556,39848.8,41711.94167,0,0,0,10482.31944,0,0
"P02549",57959.525,37185.80278,0,0,0,0,21763.84444,0,0,0,0,0
"P38919",40204.65,29918.29444,54002.71389,47039.95,39785.63333,52957.46944,48314.38056,0,60697.71111,42741.92222,62113.76111,60214.33611
"Q9BWX5",0,131151.9083,0,0,0,0,58172.70833,137175.075,0,0,0,0
"O75368",120716.1944,100616.2694,118268.9778,130557.2361,111326.7639,117389.5083,109273.6861,91466.47222,110112.0222,117389.5083,104458.4222,119242.6611
"O75746",0,3186.05,7930.744444,3130.811111,1065.997222,2942.380556,0,0,0,8603.886111,0,0
"Q16881",0,18957.21389,0,37526.54444,23009.54444,19108.58056,18128.35,34856.46667,19983.67222,39785.63333,0,14049.15556
"Q16134",63548.53889,78078.69722,75400.28333,74780.30833,75858.82778,79971.32778,63415,68064.10278,72761.175,78414.15,59827.375,78547.76944
"P13797",55509.41111,76153.19167,62503.04167,59138.54722,55162.83056,59225.875,52008.525,69842.09722,62845.96667,70504.27222,63415,71739.48889
"P16219",87184.23611,99806.28611,112182.2639,125846.9583,126743.5778,97140.59444,90534.5,95057.04722,104101.6361,117705.0667,117106.9389,86943.43056
"Q9UBI1",9652.077778,16316.32778,0,20215.76944,10649.17222,0,0,16830.27778,10577.49444,0,18200.78056,0
"P21964",0,34579.48056,0,33116.58889,0,69296.96944,0,35890.66944,0,0,0,59328.50556
"P04233",0,28736.94444,0,0,0,0,0,29308.43333,0,0,10577.49444,0
"O60762",2910.105556,2077.569444,4980.638889,1481.225,211.8722222,1251.513889,3405.972222,4463.661111,6919.769444,0,4061.402778,0
"Q9P2F5",0,0,0,0,0,0,0,0,0,0,0,0
"P50995",31865.32222,41840.20556,38870.95556,57737.64444,68790.77222,40858.48889,47697.29444,38072.94444,60140.20833,49915.78611,76685.11389,60697.71111
"P49327",0,4529.997222,0,0,2328.733333,12806.98333,0,7770.880556,0,0,0,0
"P49914",28649.975,17080.19444,36144.325,32270.83611,30264.74167,11832.575,29487.39444,18677.57778,37020.33056,40521.26389,32403,14957.50833
"Q10567",236030.4417,282315.8583,227900.2778,273261.6639,268122.8361,209499.8583,209499.8583,276628.6194,228946.2806,345183.5389,308775.6972,232556.0972
"Q9BRF8",34991.43889,40858.48889,35969.43889,39005.51667,8569.097222,47477.475,35176.2,24655.11389,24565.31111,61249.40278,30264.74167,48017.64444
"Q9Y5X3",49103.56111,77488.90556,48017.64444,66704.825,53332.26944,48438.28611,52272.02222,76929.26389,45944.75278,62113.76111,53114.31944,43279.69444
"P12830",0,0,0,0,0,1664.830556,0,3922.230556,0,0,0,0
"Q9NS69",0,0,0,0,0,0,0,0,0,0,0,0
"P52907",39497.49167,43279.69444,29862.29722,29918.29444,33680.65278,30381.40556,39920.875,45354.11944,31454.89722,30891.04167,32940.66111,26628.23889
"Q9H3K6",0,0,0,0,0,0,0,0,0,0,0,0
"Q9UJW0",0,12924.71389,22778.51944,10943.79722,0,0,0,0,14957.50833,19389.60278,0,0
"P08962",0,0,0,0,0,0,0,0,0,0,0,0
"P10643",54056.81111,55100.23333,27128.025,33388.925,58282.48333,9504.372222,54240.60556,51791.05,32143.85556,19247.69722,64702.21944,0
"Q9Y6I9",0,0,0,0,0,0,0,0,0,0,0,0
"Q8IVF2",0,0,0,0,0,0,0,0,0,0,0,0
"Q99832",92823.64722,116289.9222,49821.31667,52477.21389,76929.26389,50923.03889,40140.37222,114678.2556,108770.2389,35050.65278,55839.27222,96253.9
"P61916",168883.1167,268122.8361,119902.0639,162300.5278,124294.3139,102888.275,169404.1694,274264.6194,137596.7167,163494.7444,138965.1722,109273.6861
"Q9UNZ2",40286.825,8178.736111,15516.17778,31585.27778,3303.397222,22664.18889,29176.40833,8507.197222,47788.14722,38576.91389,20764.94722,24907.93611
"Q8NCW5",31720.91389,27706.525,34386.66389,33974.14167,36558.48611,36339.93056,41077.87222,30963.73333,28782.87222,41778.37778,31663.40833,27753.78333
"Q70UQ0",0,0,0,0,0,0,0,0,0,0,0,0
"Q16540",0,0,0,11880.63333,0,0,0,0,0,0,0,0
"P26599",121609.5972,90661.31389,122047.1528,133313.0778,124023.9972,103356.1556,119242.6611,102116.3306,122859.8556,115537.0722,120161.7028,118793.3722
"Q92747",68597.03333,0,0,0,43101.08056,0,0,0,0,0,0,0
"O14579",0,14502.54722,0,0,0,0,0,0,0,17524.54722,21287.46667,0
"Q695T7",76929.26389,79704.05833,107651.1583,116824.2667,103555.3472,129969.2417,81193.98889,72021.55278,119902.0639,122859.8556,105177.8583,119650.7611
"O60568",0,0,0,0,0,0,0,0,0,0,0,0
"O15394",45944.75278,0,40075.73611,34325.01389,38130.55,0,0,0,0,0,0,0
"P05093",40858.48889,0,52110.30556,0,0,0,40567.00556,0,42948.40278,0,0,0
"O60784",8906.125,0,17204.06944,0,8603.886111,17976.62222,13480.96111,0,0,0,9890.291667,12684.50278
"O75348",60605.32778,109838.8889,99968.925,117705.0667,111753.2333,50443.02778,55431.71944,0,0,0,0,47039.95
"O94819",5346.030556,3008.275,5874.544444,1638.997222,788.2805556,1527.366667,5346.030556,5424.269444,7770.880556,8314.363889,5532.627778,5920.558333
"P09543",36623.49167,31920.16111,52008.525,40075.73611,36869.43333,78753.84722,45354.11944,36869.43333,55628.05556,43585.09444,56433.61389,73411.05833
"Q13867",71658.52222,70389.425,78414.15,62845.96667,77709.525,55954.91667,67454.83889,71658.52222,73975.35,59047.325,74058.15278,63640.03333
"P24821",92656.40278,117106.9389,27967.68056,67126.97778,133565.0806,65391.50833,93734.03056,124568.0333,58282.48333,34325.01389,132404.4361,35637.81667
"Q9H4A3",0,58798.93889,0,0,0,0,0,0,0,0,0,0
"Q9NX63",32336.43056,65031.80556,48664.34167,60013.65556,60527.23333,77225.75,38576.91389,66822.64444,48208.46111,78923.71389,79024.33333,72273.86111
"Q8WVM8",4061.402778,19577.77222,0,0,0,0,5255.061111,23560.06944,0,0,0,0
"Q05682",104101.6361,73524.28056,77709.525,81510.46111,93224.90833,91325.88611,107856.9944,69986.83889,74405.99722,83390.32778,88118.88056,88904.66111
"Q99797",0,0,0,0,0,0,0,0,0,0,0,0
"P14625",327799.0389,659554.425,294964.2667,363784.5722,559863.85,363784.5722,282315.8583,651711.1083,314250.0694,367784.6583,554483.0056,338839.6556
"Q01105",82644.38333,77225.75,79458.76944,93424.58611,86748.57778,104101.6361,85094.46667,80102.56944,70596.1,99627.9,85345.175,100833.0056
"Q9BUH6",0,0,0,0,0,0,0,0,0,0,0,0
"Q13347",5836.422222,2942.380556,6615.541667,0,4285.252778,0,7002.047222,9347.894444,0,0,8082.066667,0
"P28072",65130.74167,61346.325,62246.10278,57265.41389,66571.79167,62742.03056,55509.41111,38443.16111,68927.99444,53943.025,62603.47222,65948.93611
"Q9NSE4",30102.46944,35890.66944,39920.875,32049.25,37786.89722,59642.93056,24655.11389,37185.80278,36144.325,38870.95556,39719.26389,59138.54722
"P54727",73098.975,68419.36667,64454,79704.05833,62113.76111,65580.5,62940.28333,67454.83889,69163.64722,86395.17778,67976.03333,68927.99444
"O60884",3303.397222,2394.002778,0,1216.111111,1401.463889,0,4621.888889,6462.55,0,0,5874.544444,0
"P14406",478947.3611,597545.5028,623040.5528,613850.5417,441856.5167,760797.7639,454591.5833,544909.675,670786.8861,659554.425,469971.2417,760797.7639
"O14529",0,0,0,0,0,0,0,0,0,0,0,0
"P13861",32750.56111,18518.53611,36558.48611,23432.30833,28403.81389,38953.74722,20116.76667,39433.15556,55745.14722,49636.30833,16600.60833,59047.325
"P21281",190390.4361,236030.4417,171594.5194,176759.0778,180535.0917,106954.3667,192312.225,214743.125,162665.875,149121.2139,161046.5389,106620.2972
"P33121",65391.50833,155550.8472,140860.8611,124023.9972,127797.3361,91466.47222,79299.875,157629.9389,124830.2444,98250.03333,139670.3833,102711.5194
"Q8IZ83",0,3922.230556,8242.808333,3104.916667,1559.066667,3130.811111,6569.588889,5678.075,9611.819444,0,0,7530.066667
"Q9UHQ9",0,0,0,0,0,79458.76944,0,0,0,0,0,81510.46111
"P11310",789446.125,417999.9306,838302.8639,775969.2167,659554.425,670786.8861,789446.125,414661.1222,913960.0111,805128.3833,643592.9806,643592.9806
"P26583",0,0,29791.975,29987.46944,0,0,36018.36111,0,0,0,0,37258.59167
"P02511",153041.1778,387432.1583,150524.4639,400332.5361,310472.525,352898.8722,147792.8639,372485.5861,156696.6278,347082.4778,312295.6222,314250.0694
"O43865",57080.76111,0,41576.85,44605.86389,55839.27222,55509.41111,52415.71111,0,45502.31667,44088.325,0,0
"Q9BXN1",69842.09722,35117.79444,111326.7639,96253.9,60140.20833,61451.05556,70812.28889,32198.96944,99028.475,64901.59167,55100.23333,63905.90278
"P23528",203666.25,233372.8583,189251.4111,204267.3556,236812.625,186398.9306,205171.55,227900.2778,214743.125,227161.6917,249685.2694,198108.9361
"P34059",0,0,0,3186.05,0,0,0,0,0,10434.71389,0,0
"Q13126",17146.31111,0,40795.66111,15398.21667,7930.744444,29987.46944,17080.19444,12154.00556,18831.54444,19690.86111,28070.84444,35890.66944
"O43676",92512.36667,98642.34167,106433.9889,89804.98056,100135.5778,116010.1111,89804.98056,99627.9,101043.4389,86569.10833,102711.5194,126146.25
"P35268",59328.50556,94484.89722,65757.16389,78216.50833,78078.69722,76787.61667,63905.90278,97335.61944,68194.41389,82939.10556,85740.41667,70812.28889
"P52943",5874.544444,2601.4,0,0,52110.30556,110778.1306,6099.858333,6142.9,39785.63333,0,108273.1417,99433.58889
"P21796",230373.4667,271920.3667,290924.3778,302761.3833,211640.5389,256285.6861,236812.625,284934.4944,284934.4944,319228.3694,248839.1306,250479.2778
"O60869",0,0,0,77709.525,0,0,0,0,0,76292.56667,0,0
"Q15257",61451.05556,75160.02222,62113.76111,51547.19444,57432.64722,53943.025,60992.95833,76787.61667,71011.47778,26232.09167,84689.83889,71252.18889
"P02760",113400.2778,104458.4222,192312.225,106433.9889,99238.84167,92973.79722,155137.875,107651.1583,193664.7694,167482.0833,105601.5139,125103.0361
"P18428",9791.452778,46418.58889,0,7331.05,36282.92222,6462.55,0,0,0,11401.85833,29918.29444,8082.066667
"Q03518",0,0,0,0,0,0,0,0,0,0,0,0
"Q15904",0,37940.34444,52786.48889,37872.59722,41362.59722,0,0,0,44306.31944,0,36825.06389,0
"Q8WXH0",0,0,0,0,6414.702778,0,0,0,0,0,0,0
"P27144",559863.85,307204.9611,494067.2389,554483.0056,449960.5111,431283.1444,572844.5944,312295.6222,494067.2389,566103.9194,474797.0194,414661.1222
"O60613",0,0,0,0,0,0,0,0,0,11589.475,0,0
"Q5TEZ5",0,0,0,0,0,0,0,0,0,88271.58056,0,0
"P62304",0,0,0,0,0,0,0,0,0,0,0,0
"Q5T447",55348.77778,57959.525,39433.15556,39848.8,51189.29444,50797.625,56058.65278,49327.24444,39140.5,59432.1,53943.025,0
"P62263",43101.08056,63905.90278,40286.825,60788.275,36623.49167,35565.02778,37258.59167,63060.78333,42255.78333,65580.5,41294.54167,33181.99722
"P00746",0,0,61155.07222,65477.98889,0,0,0,0,0,64702.21944,0,0
"O14936",0,32105.01111,31920.16111,25539.53056,8507.197222,6679.15,0,33256.26111,32469.20556,31034.26389,23144.21389,29005.53333
"P30039",294964.2667,245595.875,315747.9639,325019.5944,261842.85,230373.4667,292456.0528,247871.4917,304443.9417,352898.8722,266898.1167,226425.1694
"P02751",124023.9972,84319.77778,59827.375,64365.04167,89991.46111,60992.95833,106131.1806,77225.75,66240.01667,75506.47222,89524.71944,53240.82222
"P29401",164343.5333,265761.0694,170208.5444,190935.1833,264324.1,129359.2306,134561.675,286640.3306,174111.8389,176759.0778,246687.75,149121.2139
"O00338",37098.08611,63732.60278,43184.225,44228.63889,39644.09722,47858.23889,62246.10278,66240.01667,54737.36111,56247.06111,42741.92222,31345.97222
"P09651",12806.98333,33768.26667,11758.93889,7140.861111,30891.04167,9155.547222,9065.825,39273.51389,13587.06944,36763.91944,30568.05556,13990.29444
"P01023",76153.19167,102533.6861,48512.74444,71658.52222,41233.20556,65757.16389,95493.71111,113682.8528,85740.41667,83516.5,71252.18889,78216.50833
"Q9Y608",0,0,0,0,0,0,0,0,0,0,0,0
"P51572",0,0,0,6781.105556,0,0,0,0,0,0,0,0
"P32754",221564.9694,149632.625,132774.2111,213886.2778,156268.85,121022.2306,239229.2278,147792.8639,132774.2111,218057.1139,163095.2222,122599.5083
"Q9BV20",0,7267.361111,19314.16944,13938.16944,7267.361111,0,20764.94722,16600.60833,24705.79167,20398.125,0,11832.575
"O75947",204267.3556,256285.6861,226425.1694,243050.1056,227161.6917,304443.9417,188132.0556,244865.7333,217235.1083,270810.8833,208762.6028,293727.3139
"Q9P0M6",0,0,0,0,0,0,0,0,0,0,0,0
"Q16718",79299.875,103356.1556,99238.84167,83666.13889,81054.53889,107194.5083,80903.05278,98642.34167,94484.89722,97335.61944,77594.35833,111753.2333
"P31943",0,0,0,0,0,0,0,0,0,0,0,0
"P46063",0,0,0,0,0,0,0,0,0,0,0,0
"P08758",343261.9917,478947.3611,236812.625,294964.2667,572844.5944,349248.8417,270810.8833,423963.4806,234531.5528,375463.4361,591008.7972,438752.2639
"Q99807",0,0,0,0,0,11279.84722,0,14502.54722,0,0,0,17715.21111
"O15067",0,0,0,0,0,0,0,0,0,0,0,0
"P01824",0,0,0,0,0,0,0,0,0,0,0,0
"O75970",119493.2833,93224.90833,120491.125,0,0,99433.58889,154345.9056,103144.4417,145951.8722,78753.84722,0,0
"P01008",70145.76667,14171.12222,29176.40833,14628.94722,45731.62222,141575.7361,80741.55556,53332.26944,64108.37222,0,36869.43333,144444.7472
"P12955",293727.3139,222387.2083,225598.7306,241992.2528,205865.0722,148739.0889,283710.5694,245595.875,227900.2778,245595.875,224020.2972,153483.2472
"Q96R05",0,0,0,0,0,0,0,0,0,0,0,0
"P46952",96253.9,103960.1944,68303.94444,96933.72222,92512.36667,85899.78889,98250.03333,105601.5139,129969.2417,79584.07222,89057.4,129074.7528
"P29350",0,0,0,0,0,0,0,0,0,0,0,0
"Q9UKK9",45354.11944,58618.04722,44797.68889,46303.49167,42825.81667,43279.69444,43585.09444,45502.31667,46053.91944,44468.06667,37098.08611,40075.73611
"Q15427",7593.127778,5346.030556,13101.96389,3768.505556,0,5202.177778,9120.119444,9155.547222,11115.65833,10993.76944,0,0
"O75525",317227.1472,235242.4556,341137.1667,478947.3611,359398.6278,338839.6556,319228.3694,275420.6917,351190.2028,478947.3611,367784.6583,306071.7972
"Q9HCC0",173659.3778,160172.6972,188132.0556,192312.225,189860.4833,196996.7833,162300.5278,160172.6972,189860.4833,116289.9222,107651.1583,194290.5694
"P78417",201171.9389,180535.0917,164811.4472,123432.0361,168883.1167,152627.3278,200030.7639,190935.1833,169404.1694,127141.2083,171594.5194,145510.7972
"Q9NVZ3",0,6264.758333,0,0,0,0,0,64108.37222,0,0,0,0
"Q93008",0,0,0,0,0,0,0,0,0,0,0,0
"P36955",44605.86389,54990.34444,59735.84722,38870.95556,42404.53333,35890.66944,45502.31667,61667.10556,61249.40278,28517.16944,40359.89444,46818.33056
"Q9UHY7",45502.31667,0,53332.26944,54328.41667,40521.26389,36763.91944,53332.26944,0,54642.17222,0,0,55348.77778
"Q99729",23370.88056,20215.76944,24475.95556,19389.60278,25737.06389,27796.91111,23560.06944,23432.30833,25067.46111,39433.15556,27967.68056,27796.91111
